id,subject,dashboard_type,concept,category,count,core_concept,features,scope,rep_question,rep_year,rep_num,global_idx,years,questions
79,SA,official,"2-a. 컴퓨터 구조론 : 디지털 논리회로, 명령어, 주소, CPU/GPU, 파이프라이닝, 기억장치, 입출력장치, 병렬처리 등",2. 아키텍처 설계 및 구축,63,컴퓨터 구조 및 하드웨어 제어,"디지털 논리회로, CPU 연산, 캐시 매핑, 파이프라인 해자드, 병렬 처리 연산을 다룹니다.",아키텍처 설계 및 구축,"95. 다음 보기에서 설명하고 있는 응용 계층 프로토콜로 
가장 적절한 것은?
보기
Ÿ
네트워크 관리자가 클라이언트에게 수동으로 
IP 주소를 할당하는 번거로움을 해결하기 위해 
사용된다. 
Ÿ
클라이언트가 네트워크에 접속할 때 IP 주소, 
서브넷 마스크, 기본 게이트웨이 주소 등을 
동적으로 임대해 준다. 
Ÿ
Discover, Offer, Request, Ack 등의 메시지 
교환 과정을 거친다.
  ① FTP
② SNMP
  ③ DHCP
④ NAT",2026,95,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 95}, {""year"": 2026, ""num"": 89}, {""year"": 2026, ""num"": 86}, {""year"": 2025, ""num"": 96}, {""year"": 2025, ""num"": 91}, {""year"": 2025, ""num"": 90}, {""year"": 2025, ""num"": 86}, {""year"": 2025, ""num"": 85}, {""year"": 2025, ""num"": 84}, {""year"": 2025, ""num"": 83}, {""year"": 2024, ""num"": 93}, {""year"": 2024, ""num"": 89}, {""year"": 2024, ""num"": 87}, {""year"": 2024, ""num"": 82}, {""year"": 2024, ""num"": 81}, {""year"": 2024, ""num"": 77}, {""year"": 2023, ""num"": 95}, {""year"": 2023, ""num"": 92}, {""year"": 2023, ""num"": 87}, {""year"": 2023, ""num"": 84}, {""year"": 2022, ""num"": 99}, {""year"": 2022, ""num"": 97}, {""year"": 2022, ""num"": 93}, {""year"": 2022, ""num"": 89}, {""year"": 2022, ""num"": 84}, {""year"": 2022, ""num"": 83}, {""year"": 2022, ""num"": 81}, {""year"": 2022, ""num"": 78}, {""year"": 2021, ""num"": 100}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 91}, {""year"": 2021, ""num"": 81}, {""year"": 2021, ""num"": 80}, {""year"": 2020, ""num"": 100}, {""year"": 2020, ""num"": 93}, {""year"": 2020, ""num"": 78}, {""year"": 2019, ""num"": 97}, {""year"": 2019, ""num"": 95}, {""year"": 2019, ""num"": 94}, {""year"": 2019, ""num"": 91}, {""year"": 2019, ""num"": 87}, {""year"": 2019, ""num"": 86}, {""year"": 2019, ""num"": 81}, {""year"": 2019, ""num"": 79}, {""year"": 2018, ""num"": 99}, {""year"": 2018, ""num"": 96}, {""year"": 2018, ""num"": 94}, {""year"": 2018, ""num"": 93}, {""year"": 2018, ""num"": 89}, {""year"": 2018, ""num"": 87}, {""year"": 2018, ""num"": 83}, {""year"": 2017, ""num"": 100}, {""year"": 2017, ""num"": 91}, {""year"": 2017, ""num"": 90}, {""year"": 2017, ""num"": 86}, {""year"": 2017, ""num"": 80}, {""year"": 2016, ""num"": 97}, {""year"": 2016, ""num"": 91}, {""year"": 2016, ""num"": 80}, {""year"": 2015, ""num"": 100}, {""year"": 2015, ""num"": 83}, {""year"": 2015, ""num"": 78}, {""year"": 2015, ""num"": 77}]"
80,SA,official,"2-b. 하드웨어 : 서버, 스토리지, NAS, 백업장치, UPS, 항온항습기 등",2. 아키텍처 설계 및 구축,28,서버 및 백업 인프라 하드웨어,"서버 스펙 분석, NAS/SAN 스토리지 설계, UPS 전력 계산 및 항온항습 용량 평가를 질문합니다.",아키텍처 설계 및 구축,"81. RAID 1+0의표준적인구현방식에대한올바른
설명을모두고른것은?
가. RAID 1+0를구현하기위해서는최소한4개의
디스크가필요하다.
나. 데이터복구를위해패리티디스크를활용한다.
다. 임의의디스크하나에장애가발생하더라도전체
스토리지는정상적으로운영될수있다.
①가, 나
②가, 다
③나, 다
④가, 나, 다",2025,81,,"[2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023, 2025]","[{""year"": 2025, ""num"": 81}, {""year"": 2025, ""num"": 76}, {""year"": 2023, ""num"": 100}, {""year"": 2023, ""num"": 96}, {""year"": 2023, ""num"": 86}, {""year"": 2023, ""num"": 80}, {""year"": 2022, ""num"": 99}, {""year"": 2022, ""num"": 97}, {""year"": 2021, ""num"": 99}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 92}, {""year"": 2021, ""num"": 83}, {""year"": 2019, ""num"": 93}, {""year"": 2019, ""num"": 89}, {""year"": 2019, ""num"": 77}, {""year"": 2019, ""num"": 76}, {""year"": 2018, ""num"": 96}, {""year"": 2018, ""num"": 85}, {""year"": 2018, ""num"": 79}, {""year"": 2017, ""num"": 90}, {""year"": 2017, ""num"": 88}, {""year"": 2017, ""num"": 80}, {""year"": 2016, ""num"": 94}, {""year"": 2015, ""num"": 98}, {""year"": 2015, ""num"": 97}, {""year"": 2015, ""num"": 94}, {""year"": 2015, ""num"": 86}, {""year"": 2015, ""num"": 81}]"
81,SA,official,"2-c. 아키텍처 설계 : N-Tier, RAID, 이중화, 부하분산, 가상화, 최적화, 고가용성, 용량산정, 백업/복구, 재해복구 등",2. 아키텍처 설계 및 구축,33,고가용성 이중화 및 재해복구 설계,"RAID 레벨 구성, 로드밸런싱 알고리즘, 이중화 구조, DR 센터 유형 및 가상화(하이퍼바이저/컨테이너) 설계를 중점 질문합니다.",아키텍처 설계 및 구축,"100. 도커 컨테이너(Container)와 가상 머신(Virtual Machine)의 
차이점에 대한 설명으로 가장 적절한 것은?
  ① 컨테이너는 하드웨어 수준의 가상화를 제공하여 
보안성이 가상 머신보다 뛰어나다.
  ② 가상 머신은 하이퍼바이저 없이 작동하며, 컨테
이너는 반드시 하이퍼바이저가 필요하다.
  ③ 가상 머신은 호스트 OS의 커널을 공유하지만, 
컨테이너는 독립된 커널을 포함한다.
  ④ 컨테이너는 가상 머신보다 오버헤드가 적고 시작 
속도가 매우 빠르다.
보  안",2026,100,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 100}, {""year"": 2026, ""num"": 88}, {""year"": 2026, ""num"": 78}, {""year"": 2026, ""num"": 76}, {""year"": 2025, ""num"": 81}, {""year"": 2024, ""num"": 83}, {""year"": 2023, ""num"": 96}, {""year"": 2023, ""num"": 95}, {""year"": 2023, ""num"": 79}, {""year"": 2022, ""num"": 100}, {""year"": 2022, ""num"": 87}, {""year"": 2021, ""num"": 96}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 91}, {""year"": 2021, ""num"": 88}, {""year"": 2021, ""num"": 86}, {""year"": 2021, ""num"": 83}, {""year"": 2021, ""num"": 77}, {""year"": 2021, ""num"": 76}, {""year"": 2020, ""num"": 99}, {""year"": 2020, ""num"": 85}, {""year"": 2020, ""num"": 82}, {""year"": 2019, ""num"": 89}, {""year"": 2019, ""num"": 78}, {""year"": 2018, ""num"": 85}, {""year"": 2018, ""num"": 76}, {""year"": 2017, ""num"": 87}, {""year"": 2016, ""num"": 94}, {""year"": 2016, ""num"": 78}, {""year"": 2015, ""num"": 98}, {""year"": 2015, ""num"": 95}, {""year"": 2015, ""num"": 83}, {""year"": 2015, ""num"": 81}]"
82,SA,official,"2-d. 클라우드 기반 아키텍처, 전자정부 공통 기반, 서버리스 등",2. 아키텍처 설계 및 구축,1,클라우드 인프라 및 서버리스 아키텍처,"서버리스 가용성 보장, 전자정부 프레임워크 기반 연계 및 G-Cloud 구조를 다룹니다.",아키텍처 설계 및 구축,"99. 다음은 오픈소스 기반의 서버리스 프레임워크 도입
(TTAK.KO-10.1271)에 관한 설명이다. ㉮~㉱에 들
어갈 내용으로 가장 올바른 것은?
가. 서버리스 서비스 함수 내용이 컨테이너 단위로 
빌드되어 산출된 결과물을 위한 저장소인 (㉮)
를(을) 구축
나. 컨테이너 단위로 배포된 서버리스 함수를 운영, 
관리하기 위해서는 (㉯)라 불리우는 자동화 운영 
도구를 설치
다. (㉯) 설치 후, 컨테이너 운영환경을 관리하는 
(㉰)와 컨테이너 기능 수행을 위한 (㉱)가 포함
된 클러스터를 구성 
  ① ㉮ 컨테이너 레지스트리 
㉯ 컨테이너 오케스트레이터 
㉰ 마스터 노드 
㉱ 워커 노드
  ② ㉮ 컨테이너 레지스트리 
㉯ 컨테이너 오케스트레이터 
㉰ 워커 노드 
㉱ 마스터 노드
  ③ ㉮ 컨테이너 오케스트레이터 
㉯ 컨테이너 레지스트리 
㉰ 마스터 노드 
㉱ 워커 노드
  ④ ㉮ 컨테이너 오케스트레이터 
㉯ 컨테이너 레지스트리 
㉰ 워커 노드 
㉱ 마스터 노드",2021,99,,[2021],"[{""year"": 2021, ""num"": 99}]"
83,SA,official,"2-e. 공개SW(오픈소스) : 솔루션, 라이선스 정책 등",2. 아키텍처 설계 및 구축,7,오픈소스 생태계 라이선스 의무 사항,"GPL, Apache, MIT 라이선스의 법적 의무 사항 및 소스코드 공개 범위를 질문합니다.",아키텍처 설계 및 구축,"95. 다음 중 오픈소스 라이선스를 침해하는 행위에 
해당하는 것을 모두 고른 것은?
가. GPL3.0 라이브러리를 정적 링크 방식으로 연결
하여 상업용 소프트웨어를 개발, 배포하고 자체 
개발한 모듈의 소스코드를 공개하지 않았다.
나. LGPL3.0 라이브러리를 정적 링크 방식으로 연결
하여 상업용 소프트웨어를 개발, 배포하고 자체 
개발한 모듈의 소스코드를 공개하지 않았다.
다. Apache2.0 라이브러리를 정적 링크 방식으로 연
결하여 상업용 소프트웨어를 개발, 배포하고 자
체 개발한 모듈의 소스코드를 공개하지 않았다.
  ① 가
② 가, 나
  ③ 가, 나, 다
④ 모두 해당 없음",2022,95,,"[2017, 2018, 2019, 2020, 2021, 2022]","[{""year"": 2022, ""num"": 95}, {""year"": 2021, ""num"": 99}, {""year"": 2020, ""num"": 98}, {""year"": 2020, ""num"": 88}, {""year"": 2019, ""num"": 80}, {""year"": 2018, ""num"": 97}, {""year"": 2017, ""num"": 78}]"
84,SA,official,"2-f. 성능시험, 이중화 시험",2. 아키텍처 설계 및 구축,8,시스템 성능 튜닝 및 시험 방안,"성능 지표(TPS, 응답시간, 자원사용율) 분석 및 부하/이중화 장애 전환(Failover) 시험 요건을 검증합니다.",아키텍처 설계 및 구축,"80. A와B의2개의업무를갖는시스템에서A업무는
개별최대40 TPS(Transaction Per Second)에운영시
초당10개요청이발생하고B업무는개별최대400
TPS에운영시초당10개의요청이발생한다면이
시스템의최대TPS로가장적절한것은?
①36.363
②38.095
③66.666
④72.727",2025,80,,"[2015, 2016, 2018, 2021, 2025]","[{""year"": 2025, ""num"": 80}, {""year"": 2021, ""num"": 92}, {""year"": 2018, ""num"": 79}, {""year"": 2016, ""num"": 83}, {""year"": 2016, ""num"": 82}, {""year"": 2016, ""num"": 80}, {""year"": 2015, ""num"": 95}, {""year"": 2015, ""num"": 91}]"
85,SA,official,"3-a. 데이터 통신이론, 데이터 전송 방식 및 기술, OSI 참조 모델, 네트워크 프로토콜, IPv4/IPv6, LAN, WAN, 무선LAN, 인터네트워킹, 스토리지 전송 프로토콜, 네트워크 관리 등",3. 데이터 통신 및 네트워크 설계,63,네트워크 통신 이론 및 TCP/IP,"OSI 7계층 기능, IPv4/IPv6 헤더 비교, 서브네팅 연산, TCP 흐름 제어, SNMP 관리 방식을 검증합니다.",데이터 통신 및 네트워크 설계,"97. IPv6에서는 확장헤더를 갖고 있다. 다음 중 확장
헤더로 가장 적절하지 않은 것은?
  ① Fragmentation
  ② Destination
  ③ ESP(Encapsulating Security Payload)
  ④ Hop Limit",2026,97,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 97}, {""year"": 2026, ""num"": 96}, {""year"": 2026, ""num"": 95}, {""year"": 2026, ""num"": 94}, {""year"": 2026, ""num"": 92}, {""year"": 2026, ""num"": 91}, {""year"": 2026, ""num"": 81}, {""year"": 2025, ""num"": 94}, {""year"": 2025, ""num"": 82}, {""year"": 2024, ""num"": 100}, {""year"": 2024, ""num"": 99}, {""year"": 2024, ""num"": 98}, {""year"": 2024, ""num"": 97}, {""year"": 2024, ""num"": 90}, {""year"": 2024, ""num"": 89}, {""year"": 2024, ""num"": 88}, {""year"": 2024, ""num"": 87}, {""year"": 2024, ""num"": 85}, {""year"": 2024, ""num"": 82}, {""year"": 2023, ""num"": 100}, {""year"": 2023, ""num"": 89}, {""year"": 2023, ""num"": 84}, {""year"": 2023, ""num"": 77}, {""year"": 2022, ""num"": 99}, {""year"": 2022, ""num"": 90}, {""year"": 2022, ""num"": 89}, {""year"": 2022, ""num"": 83}, {""year"": 2022, ""num"": 78}, {""year"": 2022, ""num"": 76}, {""year"": 2021, ""num"": 100}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 93}, {""year"": 2021, ""num"": 86}, {""year"": 2020, ""num"": 96}, {""year"": 2020, ""num"": 90}, {""year"": 2020, ""num"": 87}, {""year"": 2020, ""num"": 86}, {""year"": 2020, ""num"": 80}, {""year"": 2020, ""num"": 79}, {""year"": 2020, ""num"": 78}, {""year"": 2019, ""num"": 95}, {""year"": 2019, ""num"": 94}, {""year"": 2019, ""num"": 91}, {""year"": 2018, ""num"": 100}, {""year"": 2018, ""num"": 99}, {""year"": 2018, ""num"": 98}, {""year"": 2018, ""num"": 96}, {""year"": 2018, ""num"": 84}, {""year"": 2018, ""num"": 83}, {""year"": 2017, ""num"": 93}, {""year"": 2017, ""num"": 91}, {""year"": 2017, ""num"": 84}, {""year"": 2017, ""num"": 83}, {""year"": 2017, ""num"": 77}, {""year"": 2017, ""num"": 76}, {""year"": 2016, ""num"": 97}, {""year"": 2016, ""num"": 92}, {""year"": 2016, ""num"": 91}, {""year"": 2016, ""num"": 87}, {""year"": 2016, ""num"": 80}, {""year"": 2015, ""num"": 100}, {""year"": 2015, ""num"": 82}, {""year"": 2015, ""num"": 78}]"
86,SA,official,"3-b. 네트워크 장비 : 라우터, 스위치, 허브, 브리지, 백본 등",3. 데이터 통신 및 네트워크 설계,17,네트워크 중계 장비 아키텍처,"라우터, L2/L3/L4/L7 스위치의 차이점 및 스위치 로드밸런싱 구성을 평가합니다.",데이터 통신 및 네트워크 설계,"94. 다음에서설명하는VLAN(Virtual LAN) 프로토콜로
가장적절한것은?
여러VLAN 스위치를사용하는경우, 어떤VLAN 그룹에
속하는지뿐만아니라다른스위치에연결된시스템중
에서같은VLAN 그룹에속하는지를알아야한다. 프레임
태깅을정의한이프로토콜은MAC 프레임에추가적인
헤더를사용하여목적지VLAN을정의할수있다.
①IEEE 802.1D
②IEEE 802.1Q
③IEEE 802.3af
④IEEE 802.15.1",2025,94,,"[2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[{""year"": 2025, ""num"": 94}, {""year"": 2024, ""num"": 99}, {""year"": 2024, ""num"": 92}, {""year"": 2024, ""num"": 90}, {""year"": 2023, ""num"": 90}, {""year"": 2022, ""num"": 89}, {""year"": 2022, ""num"": 76}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 89}, {""year"": 2021, ""num"": 76}, {""year"": 2020, ""num"": 100}, {""year"": 2020, ""num"": 99}, {""year"": 2019, ""num"": 91}, {""year"": 2018, ""num"": 99}, {""year"": 2016, ""num"": 98}, {""year"": 2015, ""num"": 100}, {""year"": 2015, ""num"": 78}]"
87,SA,official,"3-c. 네트워크 설계 : 주소, 네트워크 분할, 가상화, 이중화, 스위칭, 라우팅 프로토콜 등",3. 데이터 통신 및 네트워크 설계,24,가상화 및 고신뢰 네트워크 설계,"IP 주소 설계, VLAN 구성, 라우팅 프로토콜(OSPF/BGP) 연산, 루핑 방지(STP/MSTP) 방안을 질문합니다.",데이터 통신 및 네트워크 설계,"100. 도커 컨테이너(Container)와 가상 머신(Virtual Machine)의 
차이점에 대한 설명으로 가장 적절한 것은?
  ① 컨테이너는 하드웨어 수준의 가상화를 제공하여 
보안성이 가상 머신보다 뛰어나다.
  ② 가상 머신은 하이퍼바이저 없이 작동하며, 컨테
이너는 반드시 하이퍼바이저가 필요하다.
  ③ 가상 머신은 호스트 OS의 커널을 공유하지만, 
컨테이너는 독립된 커널을 포함한다.
  ④ 컨테이너는 가상 머신보다 오버헤드가 적고 시작 
속도가 매우 빠르다.
보  안",2026,100,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 100}, {""year"": 2026, ""num"": 94}, {""year"": 2025, ""num"": 94}, {""year"": 2024, ""num"": 92}, {""year"": 2023, ""num"": 96}, {""year"": 2023, ""num"": 95}, {""year"": 2023, ""num"": 89}, {""year"": 2022, ""num"": 91}, {""year"": 2022, ""num"": 89}, {""year"": 2022, ""num"": 88}, {""year"": 2021, ""num"": 96}, {""year"": 2021, ""num"": 94}, {""year"": 2021, ""num"": 93}, {""year"": 2021, ""num"": 91}, {""year"": 2021, ""num"": 89}, {""year"": 2021, ""num"": 77}, {""year"": 2020, ""num"": 80}, {""year"": 2019, ""num"": 89}, {""year"": 2018, ""num"": 85}, {""year"": 2017, ""num"": 98}, {""year"": 2016, ""num"": 94}, {""year"": 2016, ""num"": 89}, {""year"": 2015, ""num"": 88}, {""year"": 2015, ""num"": 81}]"
88,SA,official,"3-d. 근거리 통신 기술 : NFC, Zigbee, Beacon, Bluetooth 등",3. 데이터 통신 및 네트워크 설계,5,센서망 및 근거리 통신 프로토콜,"NFC 규격, Zigbee 토폴로지, BLE 비콘 설계 및 RFID 주파수대 특징을 질문합니다.",데이터 통신 및 네트워크 설계,"83. RFID(Radio Frequency IDentification)시스템에 
대한 설명으로 가장 적절하지 않은 것은?
  ① 공급사슬 전반에 걸쳐 재화의 움직임을 추적할 
수 있는 강력한 기술적 수단이다.
  ② RFID 태그는 바코드와는 달리 판독을 위해서 라인 
오브 사이트(Line of Sight) 방식을 요구하지 않는다.
  ③ 액티브(active) RFID는 내장전지에서 전력을 
얻으며 일반적으로 패시브(passive) RFID보다 
데이터 전송거리가 짧다.
  ④ 패시브 RFID는 자체적인 전력원을 가지고 있지 
않으며, 운영전력으로 RFID 판독기가 방출하는 
전력을 사용한다.",2017,83,,"[2015, 2016, 2017]","[{""year"": 2017, ""num"": 83}, {""year"": 2017, ""num"": 77}, {""year"": 2016, ""num"": 92}, {""year"": 2016, ""num"": 81}, {""year"": 2015, ""num"": 84}]"
89,SA,official,"3-e. 저전력 장거리 통신 기술 : Sigfox, LoRa, NB-IoT 등",3. 데이터 통신 및 네트워크 설계,2,LPWAN IoT 무선 기술,"LoRaWAN 아키텍처, Sigfox 특징 및 NB-IoT의 주파수 대역 배치 기법을 검증합니다.",데이터 통신 및 네트워크 설계,"99. 사전 학습된 대규모 모델은 이미 방대한 데이터로 
학습했지만, 새로운 데이터를 처리하거나 특정 
작업에 맞추려면 추가적인 파인튜팅이 필요하다. 
사전 학습된 모델의 구조를 그대로 유지하면서 
필요한 만큼만 파라미터를 효율적으로 수정하는 
기술로 가장 적절한 것은?
  ① RLHF(Reinforcement Learning from Human Feedback)
  ② LoRA(Low-Rank Adaptation)
  ③ RAG(Retrieval-Augmented Generation)
  ④ Few-shot Prompting",2026,99,,"[2020, 2026]","[{""year"": 2026, ""num"": 99}, {""year"": 2020, ""num"": 90}]"
90,SA,official,"3-f. 기타 데이터 통신 기술 : WiFi, HSDPA, WPAN, BcN, ADN, CDN, NFV, SDN",3. 데이터 통신 및 네트워크 설계,6,최신 네트워크 인프라 기술,"CDN 설계, SDN/NFV 가상화 원리 및 WPAN 규격을 다룹니다.",데이터 통신 및 네트워크 설계,"95. 다음중SDN(Software Defined Networking)에
대한설명으로가장적절한것은?
①SDN의제어평면과응용평면은Southbound
Interface를통해연결된다.
②SDN은OpenFlow와같은소프트웨어기반컨트롤러
를네트워크장비에내장하여, 트래픽전달동작을
하드웨어에서직접제어하는방식이다.
③Control Data Plane Interface는데이터평면의
포워딩제어및정보수집을위한인터페이스로
OpenFlow가대표적인프로토콜이다.
④데이터평면은SDN 컨트롤러가직접구성한고정
라우팅테이블을사용해자율적으로트래픽을
제어하며, 제어
평면과는
별도의
연결
없이
독립적으로동작한다.",2025,95,,"[2015, 2016, 2021, 2022, 2025]","[{""year"": 2025, ""num"": 95}, {""year"": 2022, ""num"": 88}, {""year"": 2021, ""num"": 91}, {""year"": 2021, ""num"": 86}, {""year"": 2016, ""num"": 85}, {""year"": 2015, ""num"": 83}]"
91,SA,official,"4-a. 클라우드 컴퓨팅, 빅데이터 플랫폼, 사물인터넷, AI, 머신러닝, 블록체인, 메타버스, 스마트카, VR/AR, 3D프린팅, 드론, 스마트시티 등",4. 기타 신기술,25,신기술 아키텍처 및 플랫폼,"빅데이터 하둡 에코시스템, IoT 플랫폼 아키텍처, 인공지능 머신러닝 인프라 구성 및 블록체인 합의 알고리즘을 질문합니다.",기타 신기술,"90. 에이전트가 자신의 행동과 경험(시행착오)에서 얻은 
피드백을 사용하여 보상을 최대화하는 방향으로 
학습하는 머신러닝 기술로 가장 적절한 것은?
  ① 지도 학습
② 비지도 학습
  ③ 강화 학습
④ 준지도 학습
- 19 -",2026,90,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 90}, {""year"": 2025, ""num"": 77}, {""year"": 2024, ""num"": 95}, {""year"": 2024, ""num"": 76}, {""year"": 2023, ""num"": 78}, {""year"": 2022, ""num"": 98}, {""year"": 2022, ""num"": 96}, {""year"": 2022, ""num"": 86}, {""year"": 2021, ""num"": 79}, {""year"": 2021, ""num"": 78}, {""year"": 2020, ""num"": 90}, {""year"": 2020, ""num"": 88}, {""year"": 2020, ""num"": 76}, {""year"": 2019, ""num"": 96}, {""year"": 2019, ""num"": 84}, {""year"": 2019, ""num"": 80}, {""year"": 2018, ""num"": 92}, {""year"": 2018, ""num"": 90}, {""year"": 2018, ""num"": 88}, {""year"": 2017, ""num"": 85}, {""year"": 2017, ""num"": 82}, {""year"": 2016, ""num"": 93}, {""year"": 2015, ""num"": 91}, {""year"": 2015, ""num"": 87}, {""year"": 2015, ""num"": 81}]"
92,SA,official,[기타],기타,112,기출문제 중 가이드라인 세부 중단원에 포함되지 않는 복합/기타 문항들입니다.,기타 분류 문제를 검토하여 변형 기출을 대비하세요.,기타 영역,"98. 대역폭이 3000Hz인 통신 채널에서 신호 대 잡음
비가 31일 때 섀넌(Shannon)의 정리에 따른 이 채
널의 이론적인 최대 전송률로 가장 적절한 것은? 
(단, 채널은 백색 잡음 환경을 가정하며, 주어진 
신호 대 잡음비는 dB이 아닌 순수 비율 값이다.)
  ① 15000 bps
② 30000 bps
  ③ 45000 bps
④ 93000 bps",2026,98,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 98}, {""year"": 2026, ""num"": 93}, {""year"": 2026, ""num"": 87}, {""year"": 2026, ""num"": 85}, {""year"": 2026, ""num"": 84}, {""year"": 2026, ""num"": 83}, {""year"": 2026, ""num"": 82}, {""year"": 2026, ""num"": 80}, {""year"": 2026, ""num"": 79}, {""year"": 2026, ""num"": 77}, {""year"": 2025, ""num"": 100}, {""year"": 2025, ""num"": 99}, {""year"": 2025, ""num"": 98}, {""year"": 2025, ""num"": 97}, {""year"": 2025, ""num"": 93}, {""year"": 2025, ""num"": 92}, {""year"": 2025, ""num"": 89}, {""year"": 2025, ""num"": 88}, {""year"": 2025, ""num"": 87}, {""year"": 2025, ""num"": 79}, {""year"": 2025, ""num"": 78}, {""year"": 2024, ""num"": 96}, {""year"": 2024, ""num"": 94}, {""year"": 2024, ""num"": 91}, {""year"": 2024, ""num"": 86}, {""year"": 2024, ""num"": 84}, {""year"": 2024, ""num"": 80}, {""year"": 2024, ""num"": 79}, {""year"": 2024, ""num"": 78}, {""year"": 2023, ""num"": 99}, {""year"": 2023, ""num"": 98}, {""year"": 2023, ""num"": 97}, {""year"": 2023, ""num"": 94}, {""year"": 2023, ""num"": 93}, {""year"": 2023, ""num"": 91}, {""year"": 2023, ""num"": 88}, {""year"": 2023, ""num"": 85}, {""year"": 2023, ""num"": 83}, {""year"": 2023, ""num"": 82}, {""year"": 2023, ""num"": 81}, {""year"": 2023, ""num"": 76}, {""year"": 2022, ""num"": 94}, {""year"": 2022, ""num"": 92}, {""year"": 2022, ""num"": 85}, {""year"": 2022, ""num"": 82}, {""year"": 2022, ""num"": 80}, {""year"": 2022, ""num"": 79}, {""year"": 2022, ""num"": 77}, {""year"": 2021, ""num"": 98}, {""year"": 2021, ""num"": 97}, {""year"": 2021, ""num"": 95}, {""year"": 2021, ""num"": 90}, {""year"": 2021, ""num"": 87}, {""year"": 2021, ""num"": 85}, {""year"": 2021, ""num"": 84}, {""year"": 2021, ""num"": 82}, {""year"": 2020, ""num"": 97}, {""year"": 2020, ""num"": 95}, {""year"": 2020, ""num"": 94}, {""year"": 2020, ""num"": 92}, {""year"": 2020, ""num"": 91}, {""year"": 2020, ""num"": 89}, {""year"": 2020, ""num"": 84}, {""year"": 2020, ""num"": 83}, {""year"": 2020, ""num"": 81}, {""year"": 2020, ""num"": 77}, {""year"": 2019, ""num"": 100}, {""year"": 2019, ""num"": 99}, {""year"": 2019, ""num"": 98}, {""year"": 2019, ""num"": 92}, {""year"": 2019, ""num"": 90}, {""year"": 2019, ""num"": 88}, {""year"": 2019, ""num"": 85}, {""year"": 2019, ""num"": 83}, {""year"": 2019, ""num"": 82}, {""year"": 2018, ""num"": 95}, {""year"": 2018, ""num"": 91}, {""year"": 2018, ""num"": 86}, {""year"": 2018, ""num"": 82}, {""year"": 2018, ""num"": 81}, {""year"": 2018, ""num"": 80}, {""year"": 2018, ""num"": 78}, {""year"": 2018, ""num"": 77}, {""year"": 2017, ""num"": 97}, {""year"": 2017, ""num"": 96}, {""year"": 2017, ""num"": 95}, {""year"": 2017, ""num"": 94}, {""year"": 2017, ""num"": 92}, {""year"": 2017, ""num"": 89}, {""year"": 2017, ""num"": 81}, {""year"": 2017, ""num"": 79}, {""year"": 2016, ""num"": 100}, {""year"": 2016, ""num"": 99}, {""year"": 2016, ""num"": 96}, {""year"": 2016, ""num"": 95}, {""year"": 2016, ""num"": 90}, {""year"": 2016, ""num"": 88}, {""year"": 2016, ""num"": 86}, {""year"": 2016, ""num"": 84}, {""year"": 2016, ""num"": 79}, {""year"": 2016, ""num"": 77}, {""year"": 2016, ""num"": 76}, {""year"": 2015, ""num"": 99}, {""year"": 2015, ""num"": 96}, {""year"": 2015, ""num"": 93}, {""year"": 2015, ""num"": 92}, {""year"": 2015, ""num"": 90}, {""year"": 2015, ""num"": 89}, {""year"": 2015, ""num"": 85}, {""year"": 2015, ""num"": 80}, {""year"": 2015, ""num"": 79}, {""year"": 2015, ""num"": 76}]"
