id,year,subject,question_num,question,options,answer,explanation,is_new_trend,similar_past_questions
2015_7,2015,PM,7,"7. 식별된 리스크 계량화를 위한 분석은 정량적인 
분석과 정성적인 분석으로 수행한다. 정량적인 
분석방법 중 ‘모든 불확실한 요소를 기준 값으로 
놓고 각 프로젝트 요소의 불확실성이 검토대상 
목표에 미칠 영향을 평가’하는 방법은?","[""민감도 분석"", ""의사결정트리 분석"", ""확률분포 분석"", ""모델링 및 시뮬레이션 분석""]",[1],,1,[]
2015_70,2015,DB,70,"70. 관계 대수는 일반적으로 다섯 가지 기본 연산을 
가지며, 이를 관계 대수 연산의 완전 집합(complete 
set)이라 부른다. 완전 집합의 다섯 가지 기본 
연산들을 바르게 나타낸 것은? (단, π는 ∏로 
표현하기도 한다.)","[""{ σ, π, × , ∪, ∩ }"", ""{ σ, π, ⋈, ∪, ÷ }"", ""{ σ, π, × , ∪, − }"", ""{ σ, π, ⋈, ∪, ∩ }  \n- 17 -""]",[3],,1,[]
2015_71,2015,DB,71,"71. 다음은 회사 데이터베이스의 일부를 표현한 E-R 
다이어그램이다. 밑줄 친 속성은 키 속성을 의미
한다. 이 E-R 다이어그램을 BCNF에 속하는 
릴레이션으로 변환하는 과정을 기술한 설명으로 
가장 적절한 것은?","[""EMPLOYEE(ENO, Name) 릴레이션에 Supervisee의 \nENO 속성을 외래키로 추가한다."", ""EMPLOYEE(ENO, Name) 릴레이션에 Supervisor의 \nENO 속성을 외래키로 추가한다."", ""EMPLOYEE(ENO, Name) 릴레이션에 Hours 속성을 \n추가한다."", ""PROJECT(PNO, Budget) 릴레이션에 Hours 속성을 \n추가한다.""]",[2],,1,[]
2015_72,2015,DB,72,"72. 트랜잭션 관리의 회복 기법에서 체크포인트(check
point)를 사용한다고 가정하자. 다음과 같이 체크
포인트가 사용될 때, 시스템이 다운된 후 회복 
관리자가 수행하는 연산으로 틀린 것은? (2개 선택)
 체크포인트 c가 정상적으로 수행되고 체크
포인트 f가 수행될 때 시스템이 다운되었다. 
트랜잭션 T1은 c 이전에 시작해서 c 이전에 
완료되었고, T2는 c 이전에 시작해서 f 이전에 
완료되었다. T3는 c 이전에 시작해서 f일 때 
수행 중이었고 T4는 c 이후에 시작해서 f 
이전에 완료되었다. T5는 c 이후에 시작해서 
f일 때 수행 중이었다.","[""Undo-list에 있는 모든 트랜잭션들에 대해 로그에 \n기록된 순서대로 Undo 연산을 수행한다."", ""T1은 회복 작업에 관련될 필요가 없다."", ""T2는 c 이후에 일어난 변경 부분에 대해서만 \nRedo 연산을 수행한다."", ""T3는 c 이후에 일어난 변경 부분에 대해서만 \nUndo 연산을 수행한다.""]","[1,4]",,1,[]
2015_73,2015,DB,73,"73. SQL의 질의처리 성능을 개선하기 위해 튜닝할 
때, 불필요한 소트(sort)가 발생하지 않도록 하는 
것으로 거리가 먼 것은? (2개 선택)","[""Union ALL을 Union으로 대체"", ""Distinct를 Exists 서브쿼리로 대체"", ""Sort Aggregate를 Sort Unique로 대체"", ""데이터 존재 여부만을 확인할 경우 불필요한 \nCount 연산 제거""]","[1,3]",,1,[]
2015_74,2015,DB,74,"74. 다음의 릴레이션 A와 B에 대해 어떤 연산을 했을 때, 
그 결과로 릴레이션 C가 얻어진다. 이 때 C가 
얻어지도록 하는 어떤 연산은 무엇인가?
 A
 B
 C
W
X
Y
X
Y
Z
X
Y
Z
w1
x1
y1
x1
y1
z1
x1
y1
z1
w2
x1
y1
x1
y1
z2
x1
y1
z2
w3
x1
y2
x2
y3
z3
x2
y3
z3
w4
x2
y3
x3
y3
z3","[""A와 B의 왼쪽 외부조인(left outer join)"", ""A와 B의 오른쪽 외부조인(right outer join)"", ""A에 대해 B의 세미조인(semijoin)"", ""B에 대해 A의 세미조인(semijoin)""]",[4],,1,[]
2015_75,2015,DB,75,"75. 어떤 릴레이션 R(A, B, C, D, E, F, G)에서 다음과 
같은 함수 종속성이 존재한다고 가정하자. 이 때 
릴레이션 R에서 후보키가 아닌 것은?
 CE → A,  A → ABCDEFG,  BD → E","[""CE"", ""A"", ""BD"", ""BCD\n- 18 -\n시스템 구조""]",[3],,1,[]
2015_76,2015,SA,76,"76. 다음 그림은 인터넷에서 수집한 IP 패킷의 헤더
(header)를 16진수로 나타낸 것으로 검사합(checksum)
부분을 제거하고 ‘checksum’으로 나타냈다. 검
사합의 값으로 맞는 것은? (비트의 나열 순서는 
좌에서 우, 위에서 아랫방향이다.)
4
5
0
0
0
0
2
8
3
e
c
9
0
0
0
0
2
5
0
6
checksum
a
d
c
2
4
8
5
e
0
a
5
a
1
5
b
9","[""25c2"", ""40d4"", ""25c9"", ""40d5""]",[2],,1,[]
2015_77,2015,SA,77,"77. SCTP(Stream Control Transport Protocol)에 관한 
설명으로 가장 거리가 먼 것은?","[""SCTP 연결(Association)은 다중 스트림을 지원한다."", ""SCTP 연결(Association)은 각 단말의 다중 IP \n주소들을 허용한다."", ""SCTP에서 개별 스트림을 구분하기 위해 SSN(Stream \nSequence Number)을 이용한다."", ""SCTP에서 제어 정보와 데이터 정보는 각각 다른 \n청크(chunk)에 실려 전달된다.""]",[3],,1,[]
2015_78,2015,SA,78,"78. 다음 중 ( ㉮ )에 들어갈 용어로 가장 적절한 것은?
IPv6는 호스트가 직접 IP주소를 설정할 수 있는 
자동설정(autoconfiguration)기능을 가지고 있다. 
이를 위해 호스트는 먼저 링크 로컬 주소를 
생성하고 생성된 링크 로컬 주소가 서브넷 내에서 
유일함을 확인하기 위해 ( ㉮ )를 전송한다.","[""neighbor solicitation message(이웃간청메시지)"", ""neighbor advertisement message(이웃광고메시지)"", ""router solicitation message(라우터간청메시지)"", ""router advertisement message(라우터광고메시지)""]",[1],,1,[]
2015_79,2015,SA,79,"79. 다음 중 ICMPv6에서 사용하고 있는 오류 메시지
(error message)로 가장 거리가 먼 것은?","[""목적지 도달 불가(destination unreachable)"", ""너무 큰 패킷(packet too big)"", ""발신지 억제(source-quench)"", ""매개변수 문제(parameter problem)""]",[3],,1,[]
2015_8,2015,PM,8,"8. 프로젝트 수행과정에서 리스크 통제 프로세스와 
관련된 활동으로 가장 거리가 먼 것은?","[""리스크 대응계획 구현 여부 감시"", ""새로운 리스크 식별"", ""예비비 사용규약 결정"", ""프로젝트 가정이 계속 유효한지 여부 확인""]",[3],,1,[]
2015_80,2015,SA,80,"80. LTE(Long Term Evolution)보다 향상된 성능을 제공
하기 위해 LTE-A(LTE-Advanced)가 채택하고 있는 
기술과 가장 거리가 먼 것은?","[""carrier aggregation"", ""8x8 MIMO(Multi-Input Multi-Output)"", ""CoMP(Coordinated Multipoint)"", ""HR-DSSS(High Rate Direct Sequence Spread \nSpectrum)""]",[4],,1,[]
2015_81,2015,SA,81,"81. 클라우드 전달 모델은 크게 IaaS(Infrastructure
-as-a-Service), PaaS(Platform-as-a-Service), 
SaaS(Software-as-a-Service)로 구분할 수 있다. 
다음 중 IaaS에 대한 설명으로 가장 거리가 먼 
것은?","[""클라우드 서비스 기반 인터페이스와 툴을 이용\n하여 접근하고 관리하는, 인프라 중심의 IT 자원\n으로 구성된 필요 시설을 서비스 해주는 IT \n환경을 말한다."", ""전통적인 호스팅이나 아웃소싱 환경과 달리 IT\n자원을 가상화하고 패키지화하여, 번들로 제공\n해서 런타임 선행 확장과 인프라를 원하는 대로 \n만드는 것을 간단하게 할 수 있다."", ""IaaS 환경을 바탕으로 이용 가능한 IT 자원은 \n대부분 초기화된 가상 인스턴스 형태로 제공되며, \n전형적인 IaaS 환경의 중심에 있는 IT 자원은 \n바로 가상 서버이다."", ""클라우드 공급자에게 클라우드를 설정하고 활용\n하는 높은 수준의 책임과 제어를 제공하는 것으로, \nIaaS가 제공하는 IT 자원에 대한 직접 관리의 \n책임은 클라우드 공급자에게 있다. \n- 19 -""]",[4],,1,[]
2015_82,2015,SA,82,"82. SONET(Synchronous Optical Network)에 대한 설명
으로 가장 거리가 먼 것은?","[""STS-1의 데이터 전송률은 103.68Mbps이다."", ""STS 다중화기(MUX)는 여러 개의 전기적인 신호를 \n광신호로 다중화 한다."", ""STS-3의 전송률은 STS-1의 3배이다."", ""SONET 계층은 Photonic Layer, Section Layer, \nLine Layer, Path Layer로 이루어져있다.""]",[1],,1,[]
2015_83,2015,SA,83,"83. 다음은 네트워크 인프라에 소프트웨어의 장점을 
적용하는 기술에 대한 설명이다. ( ㉮ )와 ( ㉯ )에 
들어갈 용어로 가장 적절한 것은?
( ㉮ )는(은) 네트워크의 제어부와 전달부를 
분리하고 제어부의 소프트웨어와 전달부 하드
웨어 사이에 개방형 인터페이스를 정의하여, 
운영자는 제어부를 프로그래밍하여 원하는 
방식으로 제어하는 기술이며, ( ㉯ )는(은) 
방화벽(Firewall), 네트워크 주소 변환(NAT), 
부하분산기(load balancer) 등의 전용 하드
웨어 장비를 소프트웨어화하여 범용 하드웨어 
장비에 설치하는 기술이다. 
※ SDN(Software-Defined Networking)
NFV(Network Function Virtualization)
CDN(Content Delivery Network)
㉮
㉯","[""SDN\nNFV"", ""OpenFlow\nSDN"", ""CDN\nNFV"", ""OpenFlow\nCDN""]",[1],,1,[]
2015_84,2015,SA,84,"84. 블루투스의 L2CAP(Logical Link Control and Adaption 
Protocol)의 기능으로 가장 거리가 먼 것은?","[""다중화"", ""분할 및 재조립"", ""변조"", ""서비스 품질""]",[3],,1,[]
2015_85,2015,SA,85,"85. 기가비트 이더넷(gigabit ethernet)의 반이중 모드
(half-duplex)에서 전통적인 이더넷과 같이 512 
비트의 최소 프레임 길이를 사용하면 네트워크의 
최대 길이가 제한된다. 이를 해결하기 위한 방법
으로 적절한 것은? (2개 선택)","[""carrier extension"", ""frame bursting"", ""4D-PAM"", ""CSMA/CD""]","[1,2]",,1,[]
2015_86,2015,SA,86,"86. “서비스 수준 협약(service level agreement, SLA)에 
관한 표준(SLA를 강화한 정보시스템 운영계약 참조
모델, TTAS.KO-10.0254)”을 제정하였다. 이 
표준에 따른 서비스 수준 협약에 대한 설명으로 
가장 거리가 먼 것은?","[""서비스 제공자와 서비스 사용자가 제공될 서비스 \n및 그와 연관된 여러 조건들에 대한 서로의 \n책임과 의무사항을 기술해 놓은 협약서이다"", ""계약서에는 계약 사항에 대한 설명과, 계약 \n대상자와 계약 대상자의 서명, 계약의 시작과 \n종료 일시, 합의 범위, 계약 대상자의 역할과 \n책임, 계약 내용 등이 명시되어야 한다."", ""서비스의 범위 및 항목의 정의는 운영자 중심으로 \n서버, 네트워크, 어플리케이션으로 정리하여 \n관리한다."", ""서비스 수준과 측정항목, 측정기준, 측정치들이 \n정의되면 각 항목들을 평가할 수 있는 방안이 \n마련되어야 한다.""]",[3],,1,[]
2015_87,2015,SA,87,"87. 정보통신기술협회(TTA)는 2013년 12월 “사물
인터넷(internet of things, IoT)에 관한 표준
(사물인터넷 정의 및 참조모델, TTAK.KO-06.0346)”을 
제정하였다. 이 표준에 따른 사물인터넷 참조 
모델의 계층(layer)들과 가장 거리가 먼 것은?","[""응용계층"", ""서비스 지원 및 응용 지원 계층"", ""전송계층"", ""네트워크계층\n- 20 -""]",[3],,1,[]
2015_88,2015,SA,88,"88. 라우팅의 경우 동일한 AS(Autonomous System) 내부
에서 사용되는 intra-AS 라우팅 알고리즘 기반의 
프로토콜과 AS와 AS간에 사용되는 inter-AS 라우팅 
알고리즘 기반의 프로토콜이 있는데 다음 중 inter
-AS 라우팅 알고리즘 기반의 프로토콜로 가장 적
절한 것은?","[""RIP(Routing Information Protocol)"", ""IGRP(Interior Gateway Routing Protocol)"", ""OSPF(Open Shortest Pass First)"", ""BGP(Border Gateway Protocol)""]",[4],,1,[]
2015_89,2015,SA,89,"89. “모바일 전자정부 서비스 사용자 인터페이스 설계 
가이드라인(2014)”에 나오는 모바일 서비스 UX 
디자인 기본원칙에서 ‘앱(App)개발 시 예외 항목’에 
해당하지 않는 것은? (2개 선택)","[""정보소외계층의 접근성을 고려한다."", ""웹표준을 준수하여 개발한다."", ""서비스의 호환성과 확장성을 고려한다."", ""일관성을 유지한다.""]","[1,4]",,1,[]
2015_9,2015,PM,9,"9. 수행될 프로젝트를 분석해 보니 불확실성이 낮고, 
복잡성이 낮고, 기술은 표준을 채택하고, 기간은 
단기이고, 규모는 작고, 차별성은 낮음으로 분석
되었다. 이러한 프로젝트를 수행하는데 가장 적절한 
조직구조 형태는?","[""기능(functional) 조직구조"", ""약한 매트릭스(weak matrix) 조직구조"", ""강한 매트릭스(strong matrix) 조직구조"", ""프로젝트 전담(projectized) 조직구조""]",[1],,1,[]
2015_90,2015,SA,90,"90. 실시간시스템에서 우선순위 역전에 대한 설명으로 
가장 거리가 먼 것은?","[""우선순위 역전은 우선순위를 기반으로 하는 선점 \n모드로 동작하는 스케줄링 방식에서 발생한다."", ""우선순위 역전에 대한 해결 방안으로는 우선순위 \n상속(priority inheritance) 방식과 우선순위 \n올림(priority ceiling) 방식이 있다."", ""우선순위 상속 프로토콜은 자원을 대기하는 \n태스크의 우선순위를 해당 자원을 점유한 태스크의 \n우선순위로 상속하는 기법이다."", ""우선순위 올림 기법은 자원에도 우선순위를 \n동적으로 할당하여 자원의 우선순위를 자원을 \n이용하는 태스크가 할당받는 기법이다.""]",[3],,1,[]
2015_91,2015,SA,91,"91. HDFS(Hadoop Distributed File System) 설계 측면
에서 HDFS의 응용 분야로 가장 적절한 것은?","[""데이터 액세스를 스트리밍 방식으로 요구하는 \n응용 분야"", ""빠른 응답시간의 데이터 액세스를 요구하는 응용 \n분야"", ""많은 수의 작은 파일을 지원해야 하는 응용 분야"", ""다중 쓰기 작업과 임의의 위치에 파일의 수정이 \n이루어지는 응용 분야""]",[1],,1,[]
2015_92,2015,SA,92,"92. 24시간 온라인 정보서비스를 제공하는 기업의 
시스템관리자는 연간시스템의 가용목표를 99.9%로 
정했다. 이러한 목표를 달성하려면 1년간 허용할 
수 있는 최대 서비스 중지기간(손상된 애플리
케이션과 데이터베이스를 수리해 시스템을 유지
하고 재가동하는데 사용되는 시간)은 얼마인가? 
(단, 1년은 365일=8,760시간으로 본다)","[""4.38시간"", ""43.8시간"", ""8.76시간"", ""87.6시간""]",[3],,1,[]
2015_93,2015,SA,93,"93. 데이터센터 에너지 효율 측정 지표 중 대표적인 
지표로 사용되고 있는 전력사용효율지수 (PUE, Power 
Usage Effectiveness)에 대한 설명이다. 가장 
거리가 먼 것은?","[""IT 장비가 사용한 전력 대비 데이터센터 시설의 \n전체 사용 전력 비율로 정의된다."", ""숫자가 낮을수록 데이터센터의 본질적 기능이 \n강화되고 전력 사용이 효율적이 된다는 것을 \n의미한다."", ""건축, 전기, 공조, 공조, 방재, 보안, 운영 등 \n기반 설비의 에너지 효율을 IT 장비 전력 사용에 \n대비하여 평가하는 지표로 사용될 수 있다."", ""IT 장비가 사용하는 에너지값을 이용하여 데이터\n센터의 에너지 효율을 산출하므로 IT 장비 자체의 \n효율을 측정할 수 있다는 장점을 갖는다.\n- 21 -""]",[4],,1,[]
2015_94,2015,SA,94,"94. 다음은 SPEC(Standard Performance Evaluation  
Corporation)의 성능 벤치마크(benchmark)에 대한 
특징을 설명한 것이다. 가장 적절한 것은?
가. 스토리지 솔루션을 제공 할 수 있는 최대 
지속 가능한 처리량을 측정하는 데 사용
되는 벤치마크로서 프로토콜에 독립적임.
나. 벤치마크는 응용 계층에 파일을 제공하는 
저장 솔루션의 성능을 측정하고 워크스
테이션 그룹상에서 동작함.","[""SPECjms2007"", ""SPECjEnterprise2010"", ""SPEC OMP2012"", ""SPEC SFS2014""]",[4],,1,[]
2015_95,2015,SA,95,"95. 시스템의 성능은 일반적으로 초당 처리할 수 있는 
트랜잭션(TPS : Transaction Per Second)으로 정
의하며, 용량산정을 위해서 피크(peak)타임의 동
시사용자(concurrent user)와 목표 평균 응답시간
(average response time)을 사용한다. 만약 현재 
시스템의 동시 사용자가 400명이고, 목표 평균 
응답시간이 3초이며, 평균 대기시간(average think 
time)이 12초라면 이때의 목표 성능은?(계산 
결과는 소수점 이하 2자리에서 반올림)","[""15.6tps"", ""18.2tps"", ""22.4tps"", ""26.7tps""]",[4],,1,[]
2015_96,2015,SA,96,"96. 트랜잭션은 원자성(atomicity), 일관성(consistency), 
고립성(isolation), 영속성(durability) 등  네 가지 
주요한 특성을 갖는다. 다음 중 ( ㉮ )에 들어갈 
용어로 가장 적절한 것은?
A계정에서 B계정으로 백만원을 이체하는 트랜
잭션을 실행한다고 가정해보자. 이 트랜잭션 
프로그램은 A계정에서 백만원을 출금하여 B
계정으로 백만원을 입금시킨다. 이를 트랜잭션
으로 실행할 때, 그 트랜잭션은 ( ㉮ )이 
있어야 한다. 즉, 모두 실행하거나 어느 쪽도 
실행하지 말아야 한다. 둘 중 하나만 갱신
되어서는 안 된다.","[""원자성"", ""일관성"", ""고립성"", ""영속성""]",[1],,1,[]
2015_97,2015,SA,97,"97. 독립적인 TP(Transaction  Processing) 애플리
케이션의 통합은 일반적으로 통신 프로토콜, 애플리
케이션 기능, 메시지 포맷이 이질적이기 때문에 
어렵다. 이들의 조정을 위한 아키텍처로 브로커
기반 아키텍처(broker-based architecture)와 버스
기반 아키텍처(bus-based architecture) 두 가지를 
들 수 있다. 이들에 대한 설명 중 가장 거리가 
먼 것은?","[""브로커기반 아키텍처에서 메시지서버는 이질적인 \n애플리케이션 사이의 교량역할을 수행한다."", ""브로커기반 아키텍처에서는 클라이언트와 애플리\n케이션이 직접 통신하지 않고 브로커와 통신한다."", ""버스기반 아키텍처에서 TP시스템은 파라메타와 \n메시지를 위한 포맷간의 변환을 해야만 한다."", ""버스기반 아키텍처에서 클라이언트 애플리케이션\n으로 묶여질 수 있는 변환기능은 공유라이브러리를 \n이용하여 수행된다.\n- 22 -""]",[3],,1,[]
2015_98,2015,SA,98,"98. 서버의 가용성을 극대화하기 위한 주백업 모델
(primary-backup model)에 대한 설명이다. ㉮ 와 
㉯ 에 들어갈 용어로 가장 적절한 것은?
백업서버의 준비정도는 ( ㉮ ) 결정에 가장 
주요한 요소로 ( ㉮ )을 감소시켜야 서버의 
가용성을 향상시킬 수 있다. 주서버에 장애가 
있을 시 사실상의 지연시간 없이 항상 이어받을 
준비를 갖추도록 하기 위하여 백업서버를 최신 
상태로 유지하는 경우에 이것을 ( ㉯ )이라 한다.  
            ㉮                        ㉯","[""평균가동시간(MTBF)     핫 백업(hot-backup)"", ""평균고장시간(MTTR)     핫 백업(hot-backup)"", ""평균가동시간(MTBF)     웜 백업(warm-backup)"", ""평균고장시간(MTTR)     웜 백업(warm-backup)""]",[2],,1,[]
2015_99,2015,SA,99,"99. 개방형 플랫폼 서비스(open platform service)하
에서의 멀티테넌트(multi-tenant) 실행 환경을 
위한 소프트웨어 공유 구조를 설명한 것으로 가장 
거리가 먼 것은?","[""공유 OS-분리 VM 구조(shared OS–separate VM \narchitecture)에서 테넌트들은 가상 머신(VM) \n수준에서 분리되어 소프트웨어 서비스가 제공된다."", ""공유 응용코드-분리 응용 인스턴스 구조(shared \napplication code–separate application instance \narchitecture)에서는 테넌트들 간에 공용 프로\n그램 코드까지 공유되며, 응용 인스턴스만 분리\n되는 형태로 소프트웨어 서비스가 제공된다."", ""공유 VM-분리 응용 코드 구조(shared VM–separate \napplication code architecture)는 VM에서 제공\n하는 기능에 의해 보안이 이루어지므로, 대부분 \n가상머신의 사용자 수준에서 보안이 이루어진다."", ""공유 응용 인스턴스 구조(shared application \ninstance architecture)는 보안이 취약할 가능성이 \n가장 낮으며, 테넌트마다 인스턴스를 만들지 \n않으므로 비용 소모가 가장 적다.""]",[4],,1,[]
2016_1,2016,PM,1,"1. 이해당사자의 요구가 있어 프로젝트 진행 중 3곳의 
작업이 추가되었다고 가정할 때, CPI(Cost Perfor-
mance Index)에는 어떤 영향을 줄 수 있는가?","[""CPI가 상승한다."", ""CPI가 하락한다."", ""CPI는 변하지 않는다."", ""현재 조건으로 판단할 수 없다.""]",[4],,0,[]
2016_10,2016,PM,10,"10. 프로젝트 조직의 특성을 설명한 것 중 가장 적절
하지 않은 것은?","[""조직활동의 초점이 직능상 종적인 상호관계를 갖는다."", ""인력 구성상 유연성을 꾀할 수 있다."", ""조직의 기동성과 환경 적응력을 높일 수 있다."", ""PM이 과업 수행에 적합한 능력과 지식을 갖추어야만 프로젝트의 원활한 진행이 가능하다.""]",[1],,0,[]
2016_100,2016,SA,100,"100. 가정 내에 설치된 전력선을 이용한 통신기술로 
가장 거리가 먼 것은? 
  ➀ HomePlug
  ➁ CEBus
  ➂ LonWorks
  ➃ IEEE 1394
- 23 -
보  안","[""HomePlug"",""CEBus"",""LonWorks"",""IEEE 1394""]",[4],,0,[]
2016_101,2016,SC,101,"101. UNIX 시스템의 패스워드 암호화에 활용되는 것으로 
다음 내용에 대한 설명으로 가장 적절한 것은? 
사용자의 패스워드에 덧붙여져서 암호 함수의 입
력을 정해진 길이로 만들기 위해 활용된다. 이를 
통해 패스워드의 길이가 늘어나고, 동일한 패스워
드를 사용하는 사용자의 암호화 된 값이 다른 값을 
갖게 되는 효과가 있다.","[""솔트(salt)"", ""키(key)"", ""해쉬값(hash value)"", ""사전(dictionary)""]",[1],,0,[]
2016_102,2016,SC,102,102. 다음 중「개인정보 보호법」에서 규정하고 있지 않은 것은?,"[""개인정보의 수집 제한"", ""개인정보의 목적 외 이용·제공 제한"", ""개인정보 이용내역의 통지"", ""개인정보영향평가""]",[3],,0,[]
2016_103,2016,SC,103,"103. 다음과 같은 네트워크 구축 요구사항을 충족하기 
위한 것으로 가장 거리가 먼 것은?  
우리 기업의 네트워크를 내부망과 외부망으로 구분
하고 외부에 공개해야 하는 웹서비스는 구분된 
네트워크에서 운영하고자 한다. 또한 외부망에서 
내부망으로 암호터널을 이용하여 안전한 통신을 
제공하고자 한다.","[""방화벽(Firewall)"", ""중간지점(DMZ)"", ""가상사설망(VPN)"", ""안티바이러스(Anti-Virus)\n- 24 -""]",[4],,0,[]
2016_104,2016,SC,104,"104. “소프트웨어 개발 보안 가이드(2013.11)”에서 
보안 약점은 7개의 유형으로 분류하여 정의하고 
있다. 다음 중 ‘입력데이터 검증 및 표현’ 유형에 
해당하는 보안약점과 가장 거리가 먼 것은?","[""부적절한 인가"", ""경로 조작 및 자원 삽입"", ""XPath 삽입"", ""정수형 오버플로우""]",[1],,1,[]
2016_105,2016,SC,105,"105. 시큐어코딩 점검 시 보안약점 탐지에 관한 설명으로 
가장 거리가 먼 것은?","[""보안약점이 내포된 Bad 코드에서 취약한 함수의 \n위치를 정확하게 탐지한 경우 True Positive로 \n판정한다."", ""보안약점이 존재하지 않는 Good 코드에서 보안\n약점의 위치를 탐지하지 못한 경우 False Positive로 \n판정한다."", ""보안약점이 내포된 Bad 코드에서 취약한 함수의 \n위치를 탐지하지 못한 경우 False Negative로 판정\n한다."", ""시큐어코딩 점검 시 False Positive에 대해 효과적\n으로 관리하지 못하면 Good 코드에 대해서 \n계속적인 분석을 하게 되어 점검효율이 떨어진다.""]",[2],,1,[]
2016_106,2016,SC,106,"106. 정보보호 위험관리에서 정성적(Qualitative) 
위험분석이 갖는 특징으로 틀린 것은?","[""손실크기를 화폐가치로 측정할 수 없어 위험을 \n기술변수로 표현하는 경우 주관적이며, 근거가 \n제공되지 않지만 시간, 노력, 비용이 적게 든다."", ""델파이법, 시나리오법, 순위결정법, 질문서법 \n등이 해당된다."", ""위험의 우선순위 파악이 용이하다는 장점이 \n있다."", ""많은 데이터의 입력과 복잡한 계산이 필요하다는 \n단점이 있다.""]",[4],,0,[]
2016_107,2016,SC,107,"107. 다음은 위험관리 국제표준 ISO/IEC 13335의 위험 
처리 절차이다. (가) ~ (라)에 해당되는 위험 
처리 방법으로 올바르게 짝지어진 것은?","[""(가)위험 회피, (나)위험 감소, (다)위험 전가, \n(라)위험 수용"", ""(가)위험 수용, (나)위험 감소, (다)위험 전가, \n(라)위험 회피"", ""(가)위험 감소, (나)위험 회피, (다)위험 전가, \n(라)위험 수용"", ""(가)위험 수용, (나)위험 회피, (다)위험 전가, \n(라)위험 감소""]",[2],,0,[]
2016_108,2016,SC,108,"108. 데이터베이스에 대한 감사에서 수집하는 정보로 
적절하지 않은 것은?","[""데이터베이스 서버의 설정 및 운영과 관련된 정보 변경"", ""데이터베이스 암호화 키"", ""객체 생성 및 변경 내역"", ""주요 데이터의 조회 및 이동 내역""]",[2],,0,[]
2016_109,2016,SC,109,"109. 다음과 같은 네트워크 보안관리 요구사항에서 
제시하고 있는 기능을 수행하기 위한 네트워크 
장비로 가장 적절한 것은?
내부망의 컴퓨터가 사용하는 IP 주소와 port 번호를 
외부망에서 알아낼 수 없도록 하고, 특히 외부망
에서 스니퍼를 통해서 패킷을 수집해서 보더라도 
내부망의 어떤 IP 주소 및 port 번호와 통신하는지 
알아내지 못하게 하고 싶다. 
- 25 -","[""IDS"", ""Anti-Virus"", ""NAT"", ""Honeypot""]",[3],,0,[]
2016_11,2016,PM,11,"11. 정보화사업 중 의무 감리 대상이 아닌 것은? 
(단, 사업비는 하드웨어, 소프트웨어의 단순 
구입비를 제외한 금액임)","[""대국민 서비스를 위한 행정업무 처리용으로 \n사용하기 위한 2억원 규모의 시스템 개발 사업"", ""여러 중앙행정기관 등이 공동으로 구축하는 3억원 \n규모의 시스템 개발 사업"", ""사업비가 5억원인 정보시스템 구축 사업"", ""10억원 규모의 정보화전략계획 수립 사업""]",[4],,0,[]
2016_110,2016,SC,110,"110. OWASP TOP 10 애플리케이션 보안 위험(2013)에 
대한 설명으로 가장 적절하지 않은 것은?","[""인젝션은 신뢰할 수 없는 데이터가 명령어나 질\n의문의 일부분으로서 인터프리터에 보내질 때 \n발생한다."", ""크로스 사이트 스크립팅(XSS)은 로그온 된 피해\n자의 취약한 웹 애플리케이션에 피해자의 세션 \n쿠키와 기타 다른 인증정보를 자동으로 포함하여 \n위조된 HTTP 요청을 강제로 보내도록 하는 것이다."", ""취약한 직접 객체 참조는 개발자가 파일, 디렉\n토리, 데이터베이스 키와 같은 내부 구현 객체\n를 참조하는 것을 노출시킬 때 발생한다."", ""인증 및 세션 관리 취약점은 공격자가 로그인을 \n하지 않은 상태로 서비스에 접근하거나, 다른 \n사용자 ID로 가장할 수 있는 방법을 제공한다.""]",[2],,1,[]
2016_111,2016,SC,111,"111. 시스템 또는 네트워크에 손상을 입히는 악성 
소프트웨어에 대한 다음 설명으로 가장 적절한 
것은?","[""트랩도어(Trap Doors)는 세션 하이제킹의 \n기본이 되는 기술로 IP 주소를 속여서 공격\n하는 기법이다."", ""논리 폭탄(Logic Bomb)은 특정한 조건이 만족\n되면 특정형태의 공격을 하는 기법이다."", ""트로이목마(Trojan Horses)는 자기 복제 능력이 \n있으며 다른 파일을 감염시키는 기법이다."", ""웜(Worms)은 인증절차 없이 시스템에 접근하기 \n위한 방법을 미리 설정해 놓는 기법이다.""]",[2],,0,[]
2016_112,2016,SC,112,"112. 개인정보의 기술적·관리적 보호조치 기준과 관련
하여 암호화 방식이 다른 것은?","[""비밀번호"", ""신용카드번호"", ""계좌번호"", ""주민등록번호""]",[1],,1,[]
2016_113,2016,SC,113,"113. DRM의 요소 기술에 관한 설명 중 가장 거리가 
먼 것은?","[""메타데이터는 저자, 저작권자, 발행일 등 저작권 \n관리를 위해 필요한 데이터 구조 및 정보이다."", ""권리 표현 언어는 DOI, MPEG-21 DII 등이 있다."", ""패키징은 시큐어 콘테이너를 구성하는 과정을 \n의미한다."", ""DRM에서 인증은 사용자 인증, 디바이스 인증 \n그리고 이 둘을 결합한 방식으로 나뉜다.""]",[2],,1,[]
2016_114,2016,SC,114,"114. 다음 중 분석대상 네트워크에 현재 열려 있는 
포트를 확인하여 어떤 서비스가 운영 중인지를 
파악하기 위한 것으로 가장 적절한 것은?","[""iptable"", ""snort"", ""nmap"", ""tripwire""]",[3],,1,[]
